,EDITION,Year,Market,Newspaper,MarketAndNewspaper,TotalCirculation,Owner
2386,Tuesday,2017,midland&penetanguishene,the mirror,midland penetanguishene the mirror,,metroland media group ltd.
2380,Thursday,2018,midland&penetanguishene,the mirror,midland penetanguishene the mirror,21926.0,metroland media group ltd.
2387,Tuesday,2018,midland&penetanguishene,the mirror,midland penetanguishene the mirror,,metroland media group ltd.
2381,Thursday,2019,midland&penetanguishene,the mirror,midland penetanguishene the mirror,21692.0,metroland media group ltd.
2293,Thursday,2013,midland,the free press,midland the free press,20660.0,sun media corporation
2556,Wednesday,2013,mildmay,town  country crier,mildmay town country crier,1348.0,mildmay town and country crier
2557,Wednesday,2014,mildmay,town  country crier,mildmay town country crier,1351.0,mildmay town and country crier
2551,Thursday,2015,mildmay,town  country crier,mildmay town country crier,1299.0,mildmay town and country crier
2552,Thursday,2016,mildmay,town  country crier,mildmay town country crier,1259.0,mildmay town and country crier
2553,Thursday,2017,mildmay,town  country crier,mildmay town country crier,1372.0,mildmay town and country crier
2554,Thursday,2018,mildmay,town  country crier,mildmay town country crier,1344.0,mildmay town and country crier
2555,Thursday,2019,mildmay,town  country crier,mildmay town country crier,1293.0,mildmay town and country crier
1123,Thursday,2013,millbrook,millbrook times,millbrook times,1183.0,millbrook times
1124,Thursday,2014,millbrook,millbrook times,millbrook times,1194.0,millbrook times
1125,Thursday,2015,millbrook,millbrook times,millbrook times,1471.0,millbrook times
1126,Thursday,2016,millbrook,millbrook times,millbrook times,1461.0,millbrook times
1127,Thursday,2017,millbrook,millbrook times,millbrook times,1408.0,millbrook times
1128,Thursday,2018,millbrook,millbrook times,millbrook times,,millbrook times
1129,Thursday,2019,millbrook,millbrook times,millbrook times,,millbrook times
322,Thursday,2013,milton,canadian champion,milton canadian champion,28140.0,metroland media group ltd.
329,Tuesday,2013,milton,canadian champion,milton canadian champion,23266.0,metroland media group ltd.
323,Thursday,2014,milton,canadian champion,milton canadian champion,29750.0,metroland media group ltd.
324,Thursday,2015,milton,canadian champion,milton canadian champion,30725.0,metroland media group ltd.
325,Thursday,2016,milton,canadian champion,milton canadian champion,31268.0,metroland media group ltd.
326,Thursday,2017,milton,canadian champion,milton canadian champion,,metroland media group ltd.
327,Thursday,2018,milton,canadian champion,milton canadian champion,,metroland media group ltd.
328,Thursday,2019,milton,canadian champion,milton canadian champion,32448.0,metroland media group ltd.
2435,Wednesday,2013,minden,the times,minden the times,1683.0,sun media corporation
2436,Wednesday,2014,minden,the times,minden the times,1523.0,maple key media
2437,Wednesday,2015,minden,the times,minden the times,1350.0,maple key media
2431,Thursday,2016,minden,the times,minden the times,1405.0,maple key media
2432,Thursday,2017,minden,the times,minden the times,1386.0,white pine media corp.
2433,Thursday,2018,minden,the times,minden the times,1369.0,white pine media corp.
2434,Thursday,2019,minden,the times,minden the times,1296.0,white pine media corp.
1134,Friday,2013,mississauga,mississauga news,mississauga news,122898.0,metroland media group ltd.
1146,Wednesday,2013,mississauga,mississauga news,mississauga news,123268.0,metroland media group ltd.
1135,Friday,2014,mississauga,mississauga news,mississauga news,122620.0,metroland media group ltd.
1140,Thursday,2014,mississauga,mississauga news,mississauga news,123055.0,metroland media group ltd.
1136,Friday,2015,mississauga,mississauga news,mississauga news,122113.0,metroland media group ltd.
1141,Thursday,2015,mississauga,mississauga news,mississauga news,197792.0,metroland media group ltd.
1137,Friday,2016,mississauga,mississauga news,mississauga news,121982.0,metroland media group ltd.
1142,Thursday,2016,mississauga,mississauga news,mississauga news,197547.0,metroland media group ltd.
1138,Friday,2017,mississauga,mississauga news,mississauga news,,metroland media group ltd.
1143,Thursday,2017,mississauga,mississauga news,mississauga news,,metroland media group ltd.
1139,Friday,2018,mississauga,mississauga news,mississauga news,,metroland media group ltd.
1144,Thursday,2018,mississauga,mississauga news,mississauga news,,metroland media group ltd.
1145,Thursday,2019,mississauga,mississauga news,mississauga news,167083.0,metroland media group ltd.
1147,Thursday,2014,mississauga,mississauga news apartment edition,mississauga news apartment edition,74973.0,metroland media group ltd.
1148,Thursday,2015,mississauga,mississauga news apartment edition,mississauga news apartment edition,30528.0,metroland media group ltd.
1149,Thursday,2016,mississauga,mississauga news apartment edition,mississauga news apartment edition,,metroland media group ltd.
1150,Thursday,2017,mississauga,mississauga news apartment edition,mississauga news apartment edition,,metroland media group ltd.
1151,Thursday,2018,mississauga,mississauga news apartment edition,mississauga news apartment edition,,metroland media group ltd.
1152,Thursday,2019,mississauga,mississauga news apartment edition,mississauga news apartment edition,,metroland media group ltd.
1153,Friday,2013,mississauga,mississauga news this week,mississauga news this week,74013.0,metroland media group ltd.
2709,Thursday,2013,mississauga,wiadomosci,mississauga wiadomosci,12000.0,wiadomosci press inc.
2710,Thursday,2014,mississauga,wiadomosci,mississauga wiadomosci,,wiadomosci press inc.
2711,Thursday,2015,mississauga,wiadomosci,mississauga wiadomosci,15000.0,wiadomosci press inc.
2712,Thursday,2016,mississauga,wiadomosci,mississauga wiadomosci,,wiadomosci press inc.
2713,Thursday,2017,mississauga,wiadomosci,mississauga wiadomosci,,wiadomosci press inc.
16,Wednesday,2013,mitchell,advocate,mitchell advocate,2094.0,sun media corporation
17,Wednesday,2014,mitchell,advocate,mitchell advocate,2059.0,sun media corporation
18,Wednesday,2015,mitchell,advocate,mitchell advocate,1999.0,sun media corporation
19,Wednesday,2016,mitchell,advocate,mitchell advocate,1870.0,sun media corporation
20,Wednesday,2017,mitchell,advocate,mitchell advocate,1763.0,postmedia network inc.
21,Wednesday,2018,mitchell,advocate,mitchell advocate,1571.0,postmedia network inc.
22,Wednesday,2019,mitchell,advocate,mitchell advocate,1464.0,postmedia network inc.
2337,Wednesday,2013,morrisburg,the leader,morrisburg the leader,1956.0,the morrisburg leader ltd.
2338,Wednesday,2014,morrisburg,the leader,morrisburg the leader,1905.0,the morrisburg leader ltd.
2339,Wednesday,2015,morrisburg,the leader,morrisburg the leader,1928.0,the morrisburg leader ltd.
2340,Wednesday,2016,morrisburg,the leader,morrisburg the leader,1900.0,the morrisburg leader ltd.
2341,Wednesday,2017,morrisburg,the leader,morrisburg the leader,1828.0,the morrisburg leader ltd.
2342,Wednesday,2018,morrisburg,the leader,morrisburg the leader,1750.0,the morrisburg leader ltd.
2343,Wednesday,2019,morrisburg,the leader,morrisburg the leader,1696.0,the morrisburg leader ltd.
174,Tuesday,2013,mount%20forest,bizbull,mount forest bizbull,7482.0,john benns and campbell clark
175,Tuesday,2014,mount%20forest,bizbull,mount forest bizbull,,john benns and campbell clark
176,Tuesday,2015,mount%20forest,bizbull,mount forest bizbull,,john benns and campbell clark
177,Tuesday,2016,mount%20forest,bizbull,mount forest bizbull,,john benns and campbell clark
178,Tuesday,2017,mount%20forest,bizbull,mount forest bizbull,,john benns and campbell clark
179,Tuesday,2018,mount%20forest,bizbull,mount forest bizbull,,john benns and campbell clark
180,Tuesday,2019,mount%20forest,bizbull,mount forest bizbull,,john benns and campbell clark
1154,Wednesday,2013,mount%20forest,mount forest confederate,mount forest confederate,2150.0,metroland media group ltd.
1155,Wednesday,2014,mount%20forest,mount forest confederate,mount forest confederate,1911.0,metroland media group ltd.
1156,Wednesday,2015,mount%20forest,mount forest confederate,mount forest confederate,1672.0,metroland media group ltd.
1157,Wednesday,2016,mount%20forest,mount forest confederate,mount forest confederate,1537.0,metroland media group ltd.
1165,Friday,2013,muskoka,muskoka district weekender,muskoka district weekender,26898.0,metroland media group ltd.
1168,Friday,2014,muskoka,muskokaregion.com,muskoka muskokaregion.com,27161.0,metroland media group ltd.
1169,Thursday,2015,muskoka,muskokaregion.com,muskoka muskokaregion.com,25850.0,metroland media group ltd.
1170,Thursday,2016,muskoka,muskokaregion.com,muskoka muskokaregion.com,26108.0,metroland media group ltd.
1171,Thursday,2017,muskoka,muskokaregion.com,muskoka muskokaregion.com,25991.0,metroland media group ltd.
1172,Thursday,2018,muskoka,muskokaregion.com,muskoka muskokaregion.com,25398.0,metroland media group ltd.
1173,Thursday,2019,muskoka,muskokaregion.com,muskoka muskokaregion.com,25494.0,metroland media group ltd.
1174,Thursday,2013,napanee,napanee beaver,napanee beaver,15531.0,napanee beaver ltd.
1175,Thursday,2014,napanee,napanee beaver,napanee beaver,15785.0,napanee beaver ltd.
1176,Thursday,2015,napanee,napanee beaver,napanee beaver,15752.0,napanee beaver ltd.
1177,Thursday,2016,napanee,napanee beaver,napanee beaver,,napanee beaver ltd.
1178,Thursday,2017,napanee,napanee beaver,napanee beaver,15746.0,napanee beaver ltd.
1179,Thursday,2018,napanee,napanee beaver,napanee beaver,15786.0,napanee beaver ltd.
1180,Thursday,2019,napanee,napanee beaver,napanee beaver,15914.0,napanee beaver ltd.
1181,Thursday,2013,napanee&lennox&addington,napanee guide,napanee guide,14980.0,sun media corporation
1182,Thursday,2014,napanee&lennox&addington,napanee guide,napanee guide,14948.0,sun media corporation
1183,Thursday,2015,napanee&lennox&addington,napanee guide,napanee guide,14833.0,sun media corporation
1184,Thursday,2016,napanee&lennox&addington,napanee guide,napanee guide,14939.0,sun media corporation
1185,Thursday,2017,napanee&lennox&addington,napanee guide,napanee guide,15022.0,postmedia network inc.
1186,Thursday,2018,napanee,napanee guide,napanee guide,14992.0,postmedia network inc.
1187,Thursday,2019,napanee,napanee guide,napanee guide,,postmedia network inc.
1188,Thursday,2013,nepean&barrhaven,nepean barrhaven news,nepean barrhaven news,48792.0,metroland media group ltd.
1189,Thursday,2014,nepean&barrhaven,nepean barrhaven news,nepean barrhaven news,50020.0,metroland media group ltd.
1190,Thursday,2015,nepean&barrhaven,nepean barrhaven news,nepean barrhaven news,51478.0,metroland media group ltd.
1191,Thursday,2016,nepean&barrhaven,nepean barrhaven news,nepean barrhaven news,52390.0,metroland media group ltd.
1192,Thursday,2017,nepean&barrhaven,nepean barrhaven news,nepean barrhaven news,52163.0,metroland media group ltd.
1195,Wednesday,2013,new%20hamburg,new hamburg independent,new hamburg independent,2377.0,metroland media group ltd.
1196,Wednesday,2014,new%20hamburg,new hamburg independent,new hamburg independent,2286.0,metroland media group ltd.
1197,Wednesday,2015,new%20hamburg,new hamburg independent,new hamburg independent,2063.0,metroland media group ltd.
1198,Wednesday,2016,new%20hamburg,new hamburg independent,new hamburg independent,1985.0,metroland media group ltd.
1199,Wednesday,2017,new%20hamburg,new hamburg independent,new hamburg independent,1718.0,metroland media group ltd.
1200,Wednesday,2018,new%20hamburg,new hamburg independent,new hamburg independent,1525.0,metroland media group ltd.
1201,Wednesday,2019,new%20hamburg,new hamburg independent,new hamburg independent,1327.0,metroland media group ltd.
2202,Wednesday,2013,new%20liskeard,temiskaming speaker,new liskeard temiskaming speaker,3500.0,london publishing corporation
2203,Wednesday,2014,new%20liskeard,temiskaming speaker,new liskeard temiskaming speaker,3316.0,london publishing corporation
2204,Wednesday,2015,new%20liskeard,temiskaming speaker,new liskeard temiskaming speaker,3078.0,london publishing corporation
2205,Wednesday,2016,new%20liskeard,temiskaming speaker,new liskeard temiskaming speaker,3159.0,london publishing corporation
2206,Wednesday,2017,new%20liskeard,temiskaming speaker,new liskeard temiskaming speaker,2965.0,london publishing corporation
2207,Wednesday,2018,new%20liskeard,temiskaming speaker,new liskeard temiskaming speaker,2914.0,temiskaming printing co. ltd.
2208,Wednesday,2019,new%20liskeard,temiskaming speaker,new liskeard temiskaming speaker,2508.0,temiskaming printing co. ltd.
2209,Friday,2013,new%20liskeard,temiskaming speakers weekender,new liskeard temiskaming speakers weekender,10266.0,london publishing corporation
2210,Friday,2014,new%20liskeard,temiskaming speakers weekender,new liskeard temiskaming speakers weekender,10377.0,london publishing corporation
2211,Friday,2015,new%20liskeard,temiskaming speakers weekender,new liskeard temiskaming speakers weekender,10620.0,london publishing corporation
2212,Friday,2016,new%20liskeard,temiskaming speakers weekender,new liskeard temiskaming speakers weekender,10507.0,london publishing corporation
2213,Friday,2017,new%20liskeard,temiskaming speakers weekender,new liskeard temiskaming speakers weekender,10450.0,london publishing corporation
2214,Friday,2018,new%20liskeard,temiskaming speakers weekender,new liskeard temiskaming speakers weekender,,temiskaming printing co. ltd.
2215,Friday,2019,new%20liskeard,temiskaming speakers weekender,new liskeard temiskaming speakers weekender,10435.0,temiskaming printing co. ltd.
1204,Wednesday,2013,beeton&new%20tecumseth,new tecumseth times,new tecumseth times,2048.0,london publishing corporation
1202,Thursday,2014,beeton&new%20tecumseth,new tecumseth times,new tecumseth times,1409.0,london publishing corporation
1203,Thursday,2015,beeton&new%20tecumseth,new tecumseth times,new tecumseth times,,london publishing corporation
528,Sunday,2014,newmarket&aurora,era banner,newmarket aurora era banner,42102.0,metroland media group ltd.
532,Thursday,2014,newmarket&aurora,era banner,newmarket aurora era banner,26518.0,metroland media group ltd.
529,Sunday,2015,newmarket&aurora,era banner,newmarket aurora era banner,58366.0,metroland media group ltd.
533,Thursday,2015,newmarket&aurora,era banner,newmarket aurora era banner,43528.0,metroland media group ltd.
530,Sunday,2017,newmarket&aurora,era banner,newmarket aurora era banner,,metroland media group ltd.
534,Thursday,2017,newmarket&aurora,era banner,newmarket aurora era banner,15946.0,metroland media group ltd.
531,Sunday,2018,newmarket&aurora,era banner,newmarket aurora era banner,,metroland media group ltd.
535,Thursday,2018,newmarket&aurora,era banner,newmarket aurora era banner,,metroland media group ltd.
536,Thursday,2019,newmarket&aurora,era banner,newmarket aurora era banner,42319.0,metroland media group ltd.
1205,Sunday,2013,newmarket&aurora,newmarket aurora era banner aurora banner,newmarket aurora era banner aurora banner,41077.0,metroland media group ltd.
1206,Thursday,2013,newmarket&aurora,newmarket aurora era banner aurora banner,newmarket aurora era banner aurora banner,27237.0,metroland media group ltd.
1207,Tuesday,2013,newmarket&aurora,newmarket aurora era banner aurora banner,newmarket aurora era banner aurora banner,49439.0,metroland media group ltd.
2388,Monthly,2013,newmarket,the month ahead,newmarket the month ahead,62000.0,the month ahead
2389,Monthly,2014,newmarket,the month ahead,newmarket the month ahead,,the month ahead
1287,Thursday,2013,niagara%20on%20the%20lake,niagara advance,niagara advance,7447.0,sun media corporation
1288,Thursday,2014,niagara%20on%20the%20lake,niagara advance,niagara advance,7610.0,sun media corporation
1289,Thursday,2015,niagara%20on%20the%20lake,niagara advance,niagara advance,7380.0,sun media corporation
1290,Thursday,2016,niagara%20on%20the%20lake,niagara advance,niagara advance,7489.0,sun media corporation
1291,Thursday,2017,niagara%20on%20the%20lake,niagara advance,niagara advance,7759.0,postmedia network inc.
1292,Thursday,2013,niagara,niagara this week,niagara this week,179700.0,metroland media group ltd.
1299,Wednesday,2013,niagara,niagara this week,niagara this week,94350.0,metroland media group ltd.
1293,Thursday,2014,niagara,niagara this week,niagara this week,151925.0,metroland media group ltd.
1300,Wednesday,2014,niagara,niagara this week,niagara this week,90739.0,metroland media group ltd.
1294,Thursday,2015,niagara,niagara this week,niagara this week,159755.0,metroland media group ltd.
1301,Wednesday,2015,niagara,niagara this week,niagara this week,87388.0,metroland media group ltd.
1295,Thursday,2016,niagara,niagara this week,niagara this week,155941.0,metroland media group ltd.
1302,Wednesday,2016,niagara,niagara this week,niagara this week,31038.0,metroland media group ltd.
1296,Thursday,2017,niagara,niagara this week,niagara this week,,metroland media group ltd.
1303,Wednesday,2017,niagara,niagara this week,niagara this week,,metroland media group ltd.
1297,Thursday,2018,niagara,niagara this week,niagara this week,157386.0,metroland media group ltd.
1304,Wednesday,2018,niagara,niagara this week,niagara this week,,metroland media group ltd.
1298,Thursday,2019,niagara,niagara this week,niagara this week,156690.0,metroland media group ltd.
1305,Friday,2013,niagara%20on%20the%20lake,niagara this week town crier,niagara this week town crier,6800.0,metroland media group ltd.
1306,Friday,2014,niagara%20on%20the%20lake,niagara this week town crier,niagara this week town crier,,metroland media group ltd.
1307,Friday,2015,niagara%20on%20the%20lake,niagara this week town crier,niagara this week town crier,7310.0,metroland media group ltd.
1308,Friday,2016,niagara%20on%20the%20lake,niagara this week town crier,niagara this week town crier,,metroland media group ltd.
1309,Friday,2017,niagara%20on%20the%20lake,niagara this week town crier,niagara this week town crier,,metroland media group ltd.
1310,Friday,2018,niagara%20on%20the%20lake,niagara this week town crier,niagara this week town crier,,metroland media group ltd.
1311,Friday,2019,niagara%20on%20the%20lake,niagara this week town crier,niagara this week town crier,5371.0,metroland media group ltd.
1312,Thursday,2013,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",40768.0,metroland media group ltd.
1319,Wednesday,2013,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",26928.0,metroland media group ltd.
1313,Thursday,2014,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",43650.0,metroland media group ltd.
1320,Wednesday,2014,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",28300.0,metroland media group ltd.
1314,Thursday,2015,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",159597.0,metroland media group ltd.
1321,Wednesday,2015,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",88979.0,metroland media group ltd.
1315,Thursday,2016,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",155941.0,metroland media group ltd.
1322,Wednesday,2016,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",31038.0,metroland media group ltd.
1316,Thursday,2017,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",,metroland media group ltd.
1323,Wednesday,2017,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",,metroland media group ltd.
1317,Thursday,2018,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",,metroland media group ltd.
1324,Wednesday,2018,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",,metroland media group ltd.
1318,Thursday,2019,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",12050.0,metroland media group ltd.
1325,Wednesday,2019,fort%20erie,"niagara this week, fort erie post","niagara this week, fort erie post",,metroland media group ltd.
612,Tuesday,2013,nipigon&red%20rock,gazette,nipigon red rock gazette,843.0,lakeshore community publishing ltd.
613,Tuesday,2014,nipigon&red%20rock,gazette,nipigon red rock gazette,810.0,lakeshore community publishing
614,Tuesday,2015,nipigon&red%20rock,gazette,nipigon red rock gazette,576.0,lakeshore community publishing
615,Tuesday,2016,nipigon&red%20rock,gazette,nipigon red rock gazette,513.0,lakeshore community publishing
616,Tuesday,2017,nipigon&red%20rock,gazette,nipigon red rock gazette,515.0,lakeshore community publishing
617,Tuesday,2018,nipigon&red%20rock,gazette,nipigon red rock gazette,497.0,lakeshore community publishing
618,Tuesday,2019,nipigon&red%20rock,gazette,nipigon red rock gazette,494.0,lakeshore community publishing ltd.
1336,Thursday,2014,norfolk,norfolk news,norfolk news,24000.0,metroland media group ltd.
1337,Thursday,2015,norfolk,norfolk news,norfolk news,26015.0,metroland media group ltd.
1338,Thursday,2016,norfolk,norfolk news,norfolk news,30318.0,metroland media group ltd.
1339,Thursday,2017,norfolk,norfolk news,norfolk news,,metroland media group ltd.
1333,Thursday,2013,north%20bay,nipissing news,north bay nipissing news,42332.0,metroland media group ltd.
1334,Thursday,2014,north%20bay,nipissing news,north bay nipissing news,34253.0,metroland media group ltd.
1335,Thursday,2015,north%20bay,nipissing news,north bay nipissing news,35021.0,metroland media group ltd.
1345,Thursday,2018,north%20grenville,north grenville times,north grenville times,9500.0,north grenville times inc.
1346,Thursday,2019,north%20grenville,north grenville times,north grenville times,8851.0,north grenville times inc.
1368,Monthly,2013,toronto,north toronto post,north toronto post,29774.0,post city magazines
1369,Monthly,2014,toronto,north toronto post,north toronto post,29641.0,post city magazines
1370,Monthly,2015,toronto,north toronto post,north toronto post,29566.0,post city magazines
1371,Monthly,2016,toronto,north toronto post,north toronto post,,post city magazines
1372,Monthly,2017,toronto,north toronto post,north toronto post,,post city magazines
1373,Monthly,2018,toronto,north toronto post,north toronto post,,post city magazines
1374,Monthly,2019,toronto,north toronto post,north toronto post,28733.0,post city magazines
1375,Monthly,2015,toronto,north toronto town crier,north toronto town crier,21000.0,streeter publications ltd.
1376,Monthly,2016,toronto,north toronto town crier,north toronto town crier,,streeter publications ltd.
1377,Monthly,2017,toronto,north toronto town crier,north toronto town crier,,streeter publications ltd.
1378,Monthly,2018,toronto,north toronto town crier,north toronto town crier,,streeter publications ltd.
1379,Friday,2013,north%20york,north york mirror,north york mirror,94375.0,metroland media group ltd.
1385,Thursday,2013,north%20york,north york mirror,north york mirror,94807.0,metroland media group ltd.
1380,Friday,2014,north%20york,north york mirror,north york mirror,94931.0,metroland media group ltd.
1386,Thursday,2014,north%20york,north york mirror,north york mirror,95006.0,metroland media group ltd.
1381,Friday,2015,north%20york,north york mirror,north york mirror,,metroland media group ltd.
1387,Thursday,2015,north%20york,north york mirror,north york mirror,100647.0,metroland media group ltd.
1382,Friday,2016,north%20york,north york mirror,north york mirror,,metroland media group ltd.
1388,Thursday,2016,north%20york,north york mirror,north york mirror,96965.0,metroland media group ltd.
1383,Friday,2017,north%20york,north york mirror,north york mirror,,metroland media group ltd.
1389,Thursday,2017,north%20york,north york mirror,north york mirror,,metroland media group ltd.
1384,Friday,2018,north%20york,north york mirror,north york mirror,,metroland media group ltd.
1390,Thursday,2018,north%20york,north york mirror,north york mirror,,metroland media group ltd.
1391,Thursday,2019,north%20york,north york mirror,north york mirror,90856.0,metroland media group ltd.
1443,Thursday,2013,northumberland&cobourg&port%20hope&colborne,northumberland today,northumberland today,16778.0,sun media corporation
1445,Weekday,2013,northumberland&cobourg&port%20hope&colborne,northumberland today,northumberland today,3632.0,sun media corporation
1444,Thursday,2014,northumberland&cobourg&port%20hope&colborne,northumberland today,northumberland today,18450.0,sun media corporation
1446,Weekday,2014,northumberland&cobourg&port%20hope&colborne,northumberland today,northumberland today,3168.0,sun media corporation
619,Wednesday,2013,norwich,gazette,norwich gazette,899.0,sun media corporation
621,Wednesday,2014,norwich,gazette,norwich gazette,822.0,sun media corporation
623,Wednesday,2015,norwich,gazette,norwich gazette,758.0,sun media corporation
625,Wednesday,2016,norwich,gazette,norwich gazette,713.0,sun media corporation
627,Wednesday,2017,norwich,gazette,norwich gazette,713.0,postmedia network inc.
629,Wednesday,2018,norwich,gazette,norwich gazette,713.0,postmedia network inc.
148,Friday,2013,oakville,beaver,oakville beaver,50680.0,metroland media group ltd.
153,Thursday,2013,oakville,beaver,oakville beaver,50685.0,metroland media group ltd.
160,Wednesday,2013,oakville,beaver,oakville beaver,50687.0,metroland media group ltd.
149,Friday,2014,oakville,beaver,oakville beaver,52064.0,metroland media group ltd.
154,Thursday,2014,oakville,beaver,oakville beaver,52082.0,metroland media group ltd.
161,Wednesday,2014,oakville,beaver,oakville beaver,52059.0,metroland media group ltd.
150,Friday,2015,oakville,beaver,oakville beaver,51764.0,metroland media group ltd.
155,Thursday,2015,oakville,beaver,oakville beaver,51797.0,metroland media group ltd.
162,Wednesday,2015,oakville,beaver,oakville beaver,44091.0,metroland media group ltd.
151,Friday,2016,oakville,beaver,oakville beaver,51787.0,metroland media group ltd.
156,Thursday,2016,oakville,beaver,oakville beaver,51787.0,metroland media group ltd.
163,Wednesday,2016,oakville,beaver,oakville beaver,,metroland media group ltd.
152,Friday,2017,oakville,beaver,oakville beaver,,metroland media group ltd.
157,Thursday,2017,oakville,beaver,oakville beaver,,metroland media group ltd.
164,Wednesday,2017,oakville,beaver,oakville beaver,,metroland media group ltd.
158,Thursday,2018,oakville,beaver,oakville beaver,,metroland media group ltd.
159,Thursday,2019,oakville,beaver,oakville beaver,53365.0,metroland media group ltd.
1452,Thursday,2013,oakville,oakville today,oakville today,28000.0,metroland media group ltd.
2585,Wednesday,2013,ohsweken,turtle island news,ohsweken turtle island news,5000.0,lynda powless
2586,Wednesday,2014,ohsweken,turtle island news,ohsweken turtle island news,,lynda powless
2587,Wednesday,2015,ohsweken,turtle island news,ohsweken turtle island news,,lynda powless
2588,Wednesday,2016,ohsweken,turtle island news,ohsweken turtle island news,,lynda powless
2589,Wednesday,2017,ohsweken,turtle island news,ohsweken turtle island news,20000.0,lynda powless
2590,Wednesday,2018,ohsweken,turtle island news,ohsweken turtle island news,5000.0,turtle island news publications
2591,Wednesday,2019,ohsweken,turtle island news,ohsweken turtle island news,,turtle island news publications
1468,Thursday,2013,orangeville,orangeville citizen,orangeville citizen,17838.0,london publishing corporation
1469,Thursday,2014,orangeville,orangeville citizen,orangeville citizen,17343.0,london publishing corporation
1470,Thursday,2015,orangeville,orangeville citizen,orangeville citizen,17954.0,london publishing corporation
1471,Thursday,2016,orangeville,orangeville citizen,orangeville citizen,17967.0,london publishing corporation
1472,Thursday,2017,orangeville,orangeville citizen,orangeville citizen,18467.0,london publishing corporation
1473,Thursday,2018,orangeville,orangeville citizen,orangeville citizen,18334.0,london publishing corporation
1474,Thursday,2019,orangeville,orangeville citizen,orangeville citizen,,london publishing corporation
2237,Thursday,2013,orangeville,the banner,orangeville the banner,23280.0,metroland media group ltd.
2244,Tuesday,2013,orangeville,the banner,orangeville the banner,19076.0,metroland media group ltd.
2238,Thursday,2014,orangeville,the banner,orangeville the banner,23261.0,metroland media group ltd.
2245,Tuesday,2014,orangeville,the banner,orangeville the banner,19143.0,metroland media group ltd.
2239,Thursday,2015,orangeville,the banner,orangeville the banner,23356.0,metroland media group ltd.
2246,Tuesday,2015,orangeville,the banner,orangeville the banner,17694.0,metroland media group ltd.
2240,Thursday,2016,orangeville,the banner,orangeville the banner,23381.0,metroland media group ltd.
2247,Tuesday,2016,orangeville,the banner,orangeville the banner,19101.0,metroland media group ltd.
2241,Thursday,2017,orangeville,the banner,orangeville the banner,,metroland media group ltd.
2248,Tuesday,2017,orangeville,the banner,orangeville the banner,,metroland media group ltd.
2242,Thursday,2018,orangeville,the banner,orangeville the banner,,metroland media group ltd.
2249,Tuesday,2018,orangeville,the banner,orangeville the banner,,metroland media group ltd.
2243,Thursday,2019,orangeville,the banner,orangeville the banner,21881.0,metroland media group ltd.
1475,Thursday,2013,orillia,orillia today,orillia today,23986.0,metroland media group ltd.
1476,Thursday,2014,orillia,orillia today,orillia today,24143.0,metroland media group ltd.
1477,Thursday,2015,orillia,orillia today,orillia today,24347.0,metroland media group ltd.
1478,Thursday,2016,orillia,orillia today,orillia today,24297.0,metroland media group ltd.
1479,Thursday,2017,orillia,orillia today,orillia today,24509.0,metroland media group ltd.
1480,Thursday,2018,orillia,orillia today,orillia today,24506.0,metroland media group ltd.
1481,Thursday,2019,orillia,orillia today,orillia today,24405.0,metroland media group ltd.
1482,Thursday,2013,orleans,orleans news,orleans news,48837.0,metroland media group ltd.
1483,Thursday,2014,orleans,orleans news,orleans news,45358.0,metroland media group ltd.
1484,Thursday,2015,orleans,orleans news,orleans news,42898.0,metroland media group ltd.
1485,Thursday,2016,orleans,orleans news,orleans news,43271.0,metroland media group ltd.
1486,Thursday,2017,orleans,orleans news,orleans news,43725.0,metroland media group ltd.
1487,Thursday,2013,orleans,orleans star,orleans star,42877.0,tc.transcontinental
1488,Thursday,2014,orleans,orleans star,orleans star,39980.0,tc.transcontinental
1489,Thursday,2015,orleans,orleans star,orleans star,40000.0,tc.transcontinental
1490,Thursday,2016,orleans,orleans star,orleans star,,tc.transcontinental
1491,Thursday,2017,orleans,orleans star,orleans star,,tc.transcontinental
1492,Thursday,2018,orleans,orleans star,orleans star,,sherwin publishing inc.
1493,Thursday,2019,orleans,orleans star,orleans star,,sherwin publishing inc.
1494,Wednesday,2013,orono,orono weekly times,orono weekly times,1008.0,orono weekly times
2666,Wednesday,2014,orono,weekly times,orono weekly times,939.0,orono weekly times
2667,Wednesday,2015,orono,weekly times,orono weekly times,926.0,orono weekly times
2668,Wednesday,2016,orono,weekly times,orono weekly times,1055.0,orono weekly times
2669,Wednesday,2017,orono,weekly times,orono weekly times,1000.0,orono weekly times
