,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address
1281,159597,Thursday,T,2015,fort%20erie,"niagara this week, fort erie post",metroland media group ltd.,0,ON,159597,metroland media group ltd.,"['fort erie ,ON, Canada']"
1282,31038,Wednesday,T,2016,fort%20erie,"niagara this week, fort erie post",metroland media group ltd.,0,ON,31038,metroland media group ltd.,"['fort erie ,ON, Canada']"
1283,155941,Thursday,T,2016,fort%20erie,"niagara this week, fort erie post",metroland media group ltd.,0,ON,155941,metroland media group ltd.,"['fort erie ,ON, Canada']"
1284,31038,Wednesday,T,2017,fort%20erie,"niagara this week, fort erie post",metroland media group ltd.,0,ON,31038,metroland media group ltd.,"['fort erie ,ON, Canada']"
1285,155941,Thursday,T,2017,fort%20erie,"niagara this week, fort erie post",metroland media group ltd.,0,ON,155941,metroland media group ltd.,"['fort erie ,ON, Canada']"
1286,31038,Wednesday,T,2018,fort%20erie,"niagara this week, fort erie post",metroland media group ltd.,0,ON,31038,metroland media group ltd.,"['fort erie ,ON, Canada']"
1287,155941,Thursday,T,2018,fort%20erie,"niagara this week, fort erie post",metroland media group ltd.,0,ON,155941,metroland media group ltd.,"['fort erie ,ON, Canada']"
1288,31038,Wednesday,T,2019,fort%20erie,"niagara this week, fort erie post",metroland media group ltd.,0,ON,31038,metroland media group ltd.,"['fort erie ,ON, Canada']"
1289,12050,Thursday,T,2019,fort%20erie,"niagara this week, fort erie post",metroland media group ltd.,0,ON,12050,metroland media group ltd.,"['fort erie ,ON, Canada']"
1290,41205,Friday,T,2013,port%20colborne,"niagara this week, the leader",metroland media group ltd.,0,ON,41205,metroland media group ltd.,"['port colborne ,ON, Canada']"
1291,41205,Friday,T,2014,port%20colborne,"niagara this week, the leader",metroland media group ltd.,0,ON,41205,metroland media group ltd.,"['port colborne ,ON, Canada']"
1292,41205,Friday,T,2015,port%20colborne,"niagara this week, the leader",metroland media group ltd.,0,ON,41205,metroland media group ltd.,"['port colborne ,ON, Canada']"
1293,41205,Friday,T,2016,port%20colborne,"niagara this week, the leader",metroland media group ltd.,0,ON,41205,metroland media group ltd.,"['port colborne ,ON, Canada']"
1294,41205,Friday,T,2017,port%20colborne,"niagara this week, the leader",metroland media group ltd.,0,ON,41205,metroland media group ltd.,"['port colborne ,ON, Canada']"
1295,41205,Friday,T,2018,port%20colborne,"niagara this week, the leader",metroland media group ltd.,0,ON,41205,metroland media group ltd.,"['port colborne ,ON, Canada']"
1296,9350,Friday,T,2019,port%20colborne,"niagara this week, the leader",metroland media group ltd.,0,ON,9350,metroland media group ltd.,"['port colborne ,ON, Canada']"
1297,0,Tuesday,T,2013,nipigon&red%20rock,nipigonred rock gazette,lakeshore community publishing,843,ON,843,lakeshore community publishing,"['nipigon ,ON, Canada', 'red rock ,ON, Canada']"
1298,17,Tuesday,T,2019,nipigon&red%20rock,nipigonred rock gazette,lakeshore community publishing ltd.,477,ON,494,lakeshore community publishing ltd.,"['nipigon ,ON, Canada', 'red rock ,ON, Canada']"
1299,42332,Thursday,T,2013,north%20bay,nipissing news,metroland media group ltd.,0,ON,42332,metroland media group ltd.,"['north bay ,ON, Canada']"
1300,34253,Thursday,T,2014,north%20bay,nipissing news,metroland media group ltd.,0,ON,34253,metroland media group ltd.,"['north bay ,ON, Canada']"
1301,35021,Thursday,T,2015,north%20bay,nipissing news,metroland media group ltd.,0,ON,35021,metroland media group ltd.,"['north bay ,ON, Canada']"
1302,24000,Thursday,T,2014,norfolk,norfolk news,metroland media group ltd.,0,ON,24000,metroland media group ltd.,"['norfolk ,ON, Canada']"
1303,26015,Thursday,T,2015,norfolk,norfolk news,metroland media group ltd.,0,ON,26015,metroland media group ltd.,"['norfolk ,ON, Canada']"
1304,30318,Thursday,T,2016,norfolk,norfolk news,metroland media group ltd.,0,ON,30318,metroland media group ltd.,"['norfolk ,ON, Canada']"
1305,30318,Thursday,T,2017,norfolk,norfolk news,metroland media group ltd.,0,ON,30318,metroland media group ltd.,"['norfolk ,ON, Canada']"
1306,5000,Thursday,T,2013,oxford%20mills,north grenville times,,0,ON,5000,,"['oxford mills ,ON, Canada']"
1307,5000,Thursday,T,2014,oxford%20mills,north grenville times,north grenville times inc.,0,ON,5000,,"['oxford mills ,ON, Canada']"
1308,5000,Thursday,T,2015,oxford%20mills,north grenville times,north grenville times inc.,0,ON,5000,north grenville times inc.,"['oxford mills ,ON, Canada']"
1309,5000,Thursday,T,2016,oxford%20mills,north grenville times,north grenville times inc.,0,ON,5000,north grenville times inc.,"['oxford mills ,ON, Canada']"
1310,5000,Thursday,T,2017,oxford%20mills,north grenville times,north grenville times inc.,0,ON,5000,north grenville times inc.,"['oxford mills ,ON, Canada']"
1311,9500,Thursday,T,2018,north%20grenville,north grenville times,north grenville times inc.,0,ON,9500,north grenville times inc.,"['north grenville ,ON, Canada']"
1312,8851,Thursday,T,2019,north%20grenville,north grenville times,north grenville times inc.,0,ON,8851,north grenville times inc.,"['north grenville ,ON, Canada']"
1313,0,Wednesday,B,2014,deep%20river,north renfrew times,deep river community assn. inc.,1809,ON,1809,deep river community assn. inc.,"['deep river ,ON, Canada']"
1314,0,Wednesday,B,2015,deep%20river,north renfrew times,deep river community assn. inc.,1831,ON,1831,deep river community assn. inc.,"['deep river ,ON, Canada']"
1315,0,Wednesday,B,2016,deep%20river,north renfrew times,deep river community assn. inc.,1783,ON,1783,deep river community assn. inc.,"['deep river ,ON, Canada']"
1316,0,Wednesday,B,2017,deep%20river,north renfrew times,deep river community assn. inc.,1661,ON,1661,deep river community assn. inc.,"['deep river ,ON, Canada']"
1317,0,Wednesday,B,2018,deep%20river,north renfrew times,digest media inc.,1572,ON,1572,deep river community assn. inc.,"['deep river ,ON, Canada']"
1318,0,Wednesday,B,2019,deep%20river,north renfrew times,digest media inc.,1468,ON,1468,digest media inc.,"['deep river ,ON, Canada']"
1319,115,Wednesday,T,2013,thessalon,north shore sentinel,rankin publications,1989,ON,2104,rankin publications,"['thessalon ,ON, Canada']"
1320,100,Wednesday,T,2014,thessalon,north shore sentinel,rankin publications,1801,ON,1901,rankin publications,"['thessalon ,ON, Canada']"
1321,131,Wednesday,T,2015,thessalon,north shore sentinel,rankin publications,1693,ON,1824,rankin publications,"['thessalon ,ON, Canada']"
1322,154,Wednesday,T,2016,thessalon,north shore sentinel,rankin publications,1742,ON,1896,rankin publications,"['thessalon ,ON, Canada']"
1323,118,Wednesday,T,2017,thessalon,north shore sentinel,rankin publications,1495,ON,1613,rankin publications,"['thessalon ,ON, Canada']"
1324,121,Wednesday,T,2018,thessalon,north shore sentinel,rankin publications,1552,ON,1673,rankin publications,"['thessalon ,ON, Canada']"
1325,110,Wednesday,T,2019,thessalon,north shore sentinel,rankin publications,1500,ON,1610,rankin publications,"['thessalon ,ON, Canada']"
1326,152,Wednesday,B,2014,parry%20sound,north star,metroland media group ltd.,2505,ON,2657,metroland media group ltd.,"['parry sound ,ON, Canada']"
1327,50,Wednesday,B,2015,parry%20sound,north star,metroland media group ltd.,2231,ON,2281,metroland media group ltd.,"['parry sound ,ON, Canada']"
1328,125,Wednesday,B,2016,parry%20sound,north star,metroland media group ltd.,2081,ON,2206,metroland media group ltd.,"['parry sound ,ON, Canada']"
1329,110,Wednesday,B,2017,parry%20sound,north star,metroland media group ltd.,1862,ON,1972,metroland media group ltd.,"['parry sound ,ON, Canada']"
1330,29774,Monthly,T,2013,toronto,north toronto post,post city magazines,0,ON,29774,post city magazines,"['toronto ,ON, Canada']"
1331,29641,Monthly,T,2014,toronto,north toronto post,post city magazines,0,ON,29641,post city magazines,"['toronto ,ON, Canada']"
1332,29566,Monthly,T,2015,toronto,north toronto post,post city magazines,0,ON,29566,post city magazines,"['toronto ,ON, Canada']"
1333,29566,Monthly,T,2016,toronto,north toronto post,post city magazines,0,ON,29566,post city magazines,"['toronto ,ON, Canada']"
1334,29566,Monthly,T,2017,toronto,north toronto post,post city magazines,0,ON,29566,post city magazines,"['toronto ,ON, Canada']"
1335,29566,12-times per year,T,2018,toronto,north toronto post,post city magazines,0,ON,29566,post city magazines,"['toronto ,ON, Canada']"
1336,28733,12-times per year,T,2019,toronto,north toronto post,post city magazines,0,ON,28733,post city magazines,"['toronto ,ON, Canada']"
1337,21000,Monthly,T,2015,toronto,north toronto town crier,streeter publications ltd.,0,ON,21000,streeter publications ltd.,"['toronto ,ON, Canada']"
1338,21000,Monthly,T,2016,toronto,north toronto town crier,streeter publications ltd.,0,ON,21000,streeter publications ltd.,"['toronto ,ON, Canada']"
1339,21000,Monthly,T,2017,toronto,north toronto town crier,streeter publications ltd.,0,ON,21000,streeter publications ltd.,"['toronto ,ON, Canada']"
1340,21000,12-times per year,T,2018,toronto,north toronto town crier,streeter publications ltd.,0,ON,21000,streeter publications ltd.,"['toronto ,ON, Canada']"
1341,94807,Thursday,T,2013,north%20york,north york mirror,metroland media group ltd.,0,ON,94807,metroland media group ltd.,"['north york ,ON, Canada']"
1342,94375,Friday,T,2013,north%20york,north york mirror,metroland media group ltd.,0,ON,94375,metroland media group ltd.,"['north york ,ON, Canada']"
1343,94931,Friday,T,2014,north%20york,north york mirror,metroland media group ltd.,0,ON,94931,metroland media group ltd.,"['north york ,ON, Canada']"
1344,95006,Thursday,T,2014,north%20york,north york mirror,metroland media group ltd.,0,ON,95006,metroland media group ltd.,"['north york ,ON, Canada']"
1345,100647,Thursday,T,2015,north%20york,north york mirror,metroland media group ltd.,0,ON,100647,metroland media group ltd.,"['north york ,ON, Canada']"
1346,94931,Friday,T,2015,north%20york,north york mirror,metroland media group ltd.,0,ON,94931,metroland media group ltd.,"['north york ,ON, Canada']"
1347,94931,Friday,T,2016,north%20york,north york mirror,metroland media group ltd.,0,ON,94931,metroland media group ltd.,"['north york ,ON, Canada']"
1348,96965,Thursday,T,2016,north%20york,north york mirror,metroland media group ltd.,0,ON,96965,metroland media group ltd.,"['north york ,ON, Canada']"
1349,94931,Friday,T,2017,north%20york,north york mirror,metroland media group ltd.,0,ON,94931,metroland media group ltd.,"['north york ,ON, Canada']"
1350,96965,Thursday,T,2017,north%20york,north york mirror,metroland media group ltd.,0,ON,96965,metroland media group ltd.,"['north york ,ON, Canada']"
1351,94931,Friday,T,2018,north%20york,north york mirror,metroland media group ltd.,0,ON,94931,metroland media group ltd.,"['north york ,ON, Canada']"
1352,96965,Thursday,T,2018,north%20york,north york mirror,metroland media group ltd.,0,ON,96965,metroland media group ltd.,"['north york ,ON, Canada']"
1353,90856,Thursday,T,2019,north%20york,north york mirror,metroland media group ltd.,0,ON,90856,metroland media group ltd.,"['north york ,ON, Canada']"
1354,24391,Monthly,T,2014,toronto,north york post,post city magazines,0,ON,24391,post city magazines,"['toronto ,ON, Canada']"
1355,24483,Monthly,T,2015,toronto,north york post,post city magazines,0,ON,24483,post city magazines,"['toronto ,ON, Canada']"
1356,24483,Monthly,T,2016,toronto,north york post,post city magazines,0,ON,24483,post city magazines,"['toronto ,ON, Canada']"
1357,24483,Monthly,T,2017,toronto,north york post,post city magazines,0,ON,24483,post city magazines,"['toronto ,ON, Canada']"
1358,24483,12-times per year,T,2018,toronto,north york post,post city magazines,0,ON,24483,post city magazines,"['toronto ,ON, Canada']"
1359,23175,12-times per year,T,2019,toronto,north york post,post city magazines,0,ON,23175,post city magazines,"['toronto ,ON, Canada']"
1360,29460,Tuesday,T,2014,sudbury,northern life,laurentian media group,8795,ON,38255,laurentian media group,"['sudbury ,ON, Canada']"
1361,37853,Thursday,T,2014,sudbury,northern life,laurentian media group,9283,ON,47136,laurentian media group,"['sudbury ,ON, Canada']"
1362,37833,Thursday,T,2015,sudbury,northern life,laurentian media group,8406,ON,46239,laurentian media group,"['sudbury ,ON, Canada']"
1363,29428,Tuesday,T,2015,sudbury,northern life,laurentian media group,7959,ON,37387,laurentian media group,"['sudbury ,ON, Canada']"
1364,37561,Thursday,T,2016,sudbury,northern life,laurentian media group,7572,ON,45133,laurentian media group,"['sudbury ,ON, Canada']"
1365,29168,Tuesday,T,2016,sudbury,northern life,laurentian media group,7191,ON,36359,laurentian media group,"['sudbury ,ON, Canada']"
1366,29168,Tuesday,T,2017,sudbury,northern life,laurentian media group,7191,ON,36359,laurentian media group,"['sudbury ,ON, Canada']"
1367,37561,Thursday,T,2017,sudbury,northern life,laurentian media group,7572,ON,45133,laurentian media group,"['sudbury ,ON, Canada']"
1368,37561,Thursday,T,2018,sudbury,northern life,laurentian media group,7572,ON,45133,laurentian media group,"['sudbury ,ON, Canada']"
1369,29168,Tuesday,T,2018,sudbury,northern life,laurentian media group,7191,ON,36359,laurentian media group,"['sudbury ,ON, Canada']"
1370,39697,Thursday,T,2019,sudbury,northern life,laurentian media group,4932,ON,44629,laurentian media group,"['sudbury ,ON, Canada']"
1371,1679,Wednesday,T,2016,kirkland%20lake,northern news,sun media corporation,0,ON,1679,postmedia network inc.,"['kirkland lake ,ON, Canada']"
1372,1679,Monday,T,2016,kirkland%20lake,northern news,sun media corporation,0,ON,1679,postmedia network inc.,"['kirkland lake ,ON, Canada']"
1373,1679,Friday,T,2016,kirkland%20lake,northern news,sun media corporation,0,ON,1679,postmedia network inc.,"['kirkland lake ,ON, Canada']"
1374,1679,Wednesday,T,2017,kirkland%20lake,northern news,postmedia network inc.,0,ON,1679,postmedia network inc.,"['kirkland lake ,ON, Canada']"
1375,1679,Monday,T,2017,kirkland%20lake,northern news,postmedia network inc.,0,ON,1679,postmedia network inc.,"['kirkland lake ,ON, Canada']"
1376,1679,Friday,T,2017,kirkland%20lake,northern news,postmedia network inc.,0,ON,1679,postmedia network inc.,"['kirkland lake ,ON, Canada']"
1377,1679,Monday,B,2018,kirkland%20lake,northern news,postmedia network inc.,0,ON,1679,postmedia network inc.,"['kirkland lake ,ON, Canada']"
1378,3600,Friday,T,2019,kirkland%20lake,northern news this week,postmedia network inc.,0,ON,3600,postmedia network inc.,"['kirkland lake ,ON, Canada']"
1379,104,Wednesday,B,2014,red%20lake,northern sun news,red lake digital media,1010,ON,1114,red lake digital media,"['red lake ,ON, Canada']"
1380,104,Wednesday,B,2015,red%20lake,northern sun news,red lake digital media,964,ON,1068,red lake digital media,"['red lake ,ON, Canada']"
1381,104,Wednesday,B,2016,red%20lake,northern sun news,red lake digital media,964,ON,1068,red lake digital media,"['red lake ,ON, Canada']"
1382,0,Wednesday,B,2017,red%20lake,northern sun news,red lake digital media,780,ON,780,red lake digital media,"['red lake ,ON, Canada']"
1383,0,Wednesday,B,2014,kapuskasing,northern times,sun media corporation,1784,ON,1784,sun media corporation,"['kapuskasing ,ON, Canada']"
1384,0,Wednesday,B,2015,kapuskasing,northern times,sun media corporation,1041,ON,1041,sun media corporation,"['kapuskasing ,ON, Canada']"
1385,0,Wednesday,B,2016,kapuskasing,northern times,sun media corporation,858,ON,858,postmedia network inc.,"['kapuskasing ,ON, Canada']"
1386,0,Wednesday,B,2017,kapuskasing,northern times,postmedia network inc.,858,ON,858,postmedia network inc.,"['kapuskasing ,ON, Canada']"
1387,8486,Thursday,T,2018,kapuskasing,northern times,postmedia network inc.,0,ON,8486,postmedia network inc.,"['kapuskasing ,ON, Canada']"
1388,22800,Thursday,T,2013,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,22800,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1389,22799,Friday,T,2013,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,22799,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1390,22752,Thursday,T,2014,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,22752,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1391,16452,Friday,T,2014,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,16452,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1392,22717,Thursday,T,2015,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,22717,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1393,16476,Friday,T,2015,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,16476,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1394,16476,Friday,T,2016,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,16476,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1395,22631,Thursday,T,2016,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,22631,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1396,22631,Thursday,T,2017,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,22631,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1397,16476,Friday,T,2017,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,16476,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1398,22631,Thursday,T,2018,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,22631,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1399,16476,Friday,T,2018,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,16476,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1400,22378,Thursday,T,2019,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0,ON,22378,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1401,16778,Thursday,B,2013,northumberland&cobourg&port%20hope&colborne,northumberlandtoday.com,sun media corporation,0,ON,16778,sun media corporation,"['northumberland ,ON, Canada', 'cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1402,0,Weekday,B,2013,northumberland&cobourg&port%20hope&colborne,northumberlandtoday.com,sun media corporation,3632,ON,3632,sun media corporation,"['northumberland ,ON, Canada', 'cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1403,18450,Thursday,B,2014,northumberland&cobourg&port%20hope&colborne,northumberlandtoday.com,sun media corporation,0,ON,18450,sun media corporation,"['northumberland ,ON, Canada', 'cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1404,0,Weekday,B,2014,northumberland&cobourg&port%20hope&colborne,northumberlandtoday.com,sun media corporation,3168,ON,3168,sun media corporation,"['northumberland ,ON, Canada', 'cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']"
1405,0,Wednesday,T,2013,norwich,norwich gazette,sun media corporation,899,ON,899,sun media corporation,"['norwich ,ON, Canada']"
1406,0,Wednesday,T,2013,timmins,nouvelles les,sun media corporation,7240,ON,7240,sun media corporation,"['timmins ,ON, Canada']"
1407,0,Wednesday,T,2014,timmins,nouvelles les,sun media corporation,7240,ON,7240,sun media corporation,"['timmins ,ON, Canada']"
1408,0,Wednesday,T,2015,timmins,nouvelles les,sun media corporation,7240,ON,7240,sun media corporation,"['timmins ,ON, Canada']"
1409,0,Wednesday,T,2016,timmins,nouvelles les,sun media corporation,7240,ON,7240,postmedia network inc.,"['timmins ,ON, Canada']"
1410,0,Wednesday,T,2017,timmins,nouvelles les,postmedia network inc.,7240,ON,7240,postmedia network inc.,"['timmins ,ON, Canada']"
1411,6800,Friday,T,2013,niagara%20on%20the%20lake,ntw town crier,metroland media group ltd.,0,ON,6800,metroland media group ltd.,"['niagara on the lake ,ON, Canada']"
1412,50687,Wednesday,B,2013,oakville,oakville beaver,metroland media group ltd.,0,ON,50687,metroland media group ltd.,"['oakville ,ON, Canada']"
1413,50685,Thursday,T,2013,oakville,oakville beaver,metroland media group ltd.,0,ON,50685,metroland media group ltd.,"['oakville ,ON, Canada']"
1414,50680,Friday,T,2013,oakville,oakville beaver,metroland media group ltd.,0,ON,50680,metroland media group ltd.,"['oakville ,ON, Canada']"
1415,28000,Thursday,T,2013,oakville,oakville today,metroland media group ltd.,0,ON,28000,metroland media group ltd.,"['oakville ,ON, Canada']"
1416,2000,Tuesday,T,2013,london,observateur l,l'observateur (london),0,ON,2000,l'observateur (london),"['london ,ON, Canada']"
1417,2000,Tuesday,T,2014,london,observateur l,l'observateur (london),0,ON,2000,l'observateur (london),"['london ,ON, Canada']"
1418,2000,Tuesday,T,2015,london,observateur l,l'observateur (london),0,ON,2000,l'observateur (london),"['london ,ON, Canada']"
1419,2000,Tuesday,T,2016,london,observateur l,l'observateur (london),0,ON,2000,l'observateur (london),"['london ,ON, Canada']"
1420,2000,Tuesday,T,2017,london,observateur l,l'observateur (london),0,ON,2000,l'observateur (london),"['london ,ON, Canada']"
1421,2000,Tuesday,T,2018,london,observateur l,l'observateur (london),0,ON,2000,l'observateur (london),"['london ,ON, Canada']"
1422,2000,Tuesday,T,2019,london,observateur l,l'observateur (london),0,ON,2000,l'observateur (london),"['london ,ON, Canada']"
1423,15204,Saturday,T,2014,elmira&woolwich,observer,cathedral communications inc.,0,ON,15204,cathedral communications inc.,"['elmira ,ON, Canada', 'woolwich ,ON, Canada']"
1424,14911,Saturday,T,2015,elmira&woolwich,observer,cathedral communications inc.,0,ON,14911,cathedral communications inc.,"['elmira ,ON, Canada', 'woolwich ,ON, Canada']"
1425,14915,Saturday,T,2016,elmira&woolwich,observer,cathedral communications inc.,0,ON,14915,cathedral communications inc.,"['elmira ,ON, Canada', 'woolwich ,ON, Canada']"
1426,14866,Saturday,T,2017,elmira&woolwich,observer,cathedral communications inc.,0,ON,14866,cathedral communications inc.,"['elmira ,ON, Canada', 'woolwich ,ON, Canada']"
1427,14800,Saturday,T,2018,elmira&woolwich,observer,cathedral communications inc.,0,ON,14800,cathedral communications inc.,"['elmira ,ON, Canada', 'woolwich ,ON, Canada']"
1428,14800,Saturday,T,2019,elmira&woolwich,observer,cathedral communications inc.,0,ON,14800,cathedral communications inc.,"['elmira ,ON, Canada', 'woolwich ,ON, Canada']"
1429,18958,Tuesday,T,2013,orangeville,orangeville banner,metroland media group ltd.,118,ON,19076,metroland media group ltd.,"['orangeville ,ON, Canada']"
1430,23094,Thursday,T,2013,orangeville,orangeville banner,metroland media group ltd.,186,ON,23280,metroland media group ltd.,"['orangeville ,ON, Canada']"
1431,23348,Thursday,T,2018,orangeville,orangeville banner,metroland media group ltd.,33,ON,23381,metroland media group ltd.,"['orangeville ,ON, Canada']"
1432,19068,Tuesday,T,2018,orangeville,orangeville banner,metroland media group ltd.,33,ON,19101,metroland media group ltd.,"['orangeville ,ON, Canada']"
1433,21881,Thursday,T,2019,orangeville,orangeville banner,metroland media group ltd.,0,ON,21881,metroland media group ltd.,"['orangeville ,ON, Canada']"
1434,17675,Thursday,B,2013,orangeville,orangeville citizen,london publishing corporation,163,ON,17838,london publishing corporation,"['orangeville ,ON, Canada']"
1435,17343,Thursday,B,2014,orangeville,orangeville citizen,london publishing corporation,0,ON,17343,london publishing corporation,"['orangeville ,ON, Canada']"
1436,17954,Thursday,B,2015,orangeville,orangeville citizen,london publishing corporation,0,ON,17954,london publishing corporation,"['orangeville ,ON, Canada']"
1437,17967,Thursday,B,2016,orangeville,orangeville citizen,london publishing corporation,0,ON,17967,london publishing corporation,"['orangeville ,ON, Canada']"
1438,18467,Thursday,B,2017,orangeville,orangeville citizen,london publishing corporation,0,ON,18467,london publishing corporation,"['orangeville ,ON, Canada']"
1439,18334,Thursday,B,2018,orangeville,orangeville citizen,london publishing corporation,0,ON,18334,london publishing corporation,"['orangeville ,ON, Canada']"
1440,18334,Thursday,B,2019,orangeville,orangeville citizen,london publishing corporation,0,ON,18334,london publishing corporation,"['orangeville ,ON, Canada']"
1441,23985,Thursday,T,2013,orillia,orillia today,metroland media group ltd.,1,ON,23986,metroland media group ltd.,"['orillia ,ON, Canada']"
1442,24142,Thursday,T,2014,orillia,orillia today,metroland media group ltd.,1,ON,24143,metroland media group ltd.,"['orillia ,ON, Canada']"
1443,24346,Thursday,T,2015,orillia,orillia today,metroland media group ltd.,1,ON,24347,metroland media group ltd.,"['orillia ,ON, Canada']"
1444,24297,Thursday,T,2016,orillia,orillia today,metroland media group ltd.,0,ON,24297,metroland media group ltd.,"['orillia ,ON, Canada']"
1445,24509,Thursday,T,2017,orillia,orillia today,metroland media group ltd.,0,ON,24509,metroland media group ltd.,"['orillia ,ON, Canada']"
1446,24506,Thursday,T,2018,orillia,orillia today,metroland media group ltd.,0,ON,24506,metroland media group ltd.,"['orillia ,ON, Canada']"
1447,24405,Thursday,T,2019,orillia,orillia today,metroland media group ltd.,0,ON,24405,metroland media group ltd.,"['orillia ,ON, Canada']"
1448,48837,Thursday,T,2013,orleans,orleans news,metroland media group ltd.,0,ON,48837,metroland media group ltd.,"['orleans ,ON, Canada']"
1449,45358,Thursday,T,2014,orleans,orleans news,metroland media group ltd.,0,ON,45358,metroland media group ltd.,"['orleans ,ON, Canada']"
1450,42898,Thursday,T,2015,orleans,orleans news,metroland media group ltd.,0,ON,42898,metroland media group ltd.,"['orleans ,ON, Canada']"
1451,43271,Thursday,T,2016,orleans,orleans news,metroland media group ltd.,0,ON,43271,metroland media group ltd.,"['orleans ,ON, Canada']"
1452,43725,Thursday,T,2017,orleans,orleans news,metroland media group ltd.,0,ON,43725,metroland media group ltd.,"['orleans ,ON, Canada']"
1453,42877,Thursday,T,2013,orleans,orleans star,tc.transcontinental,0,ON,42877,tc.transcontinental,"['orleans ,ON, Canada']"
1454,39970,Thursday,T,2014,orleans,orleans star,tc.transcontinental,10,ON,39980,tc.transcontinental,"['orleans ,ON, Canada']"
1455,39989,Thursday,T,2015,orleans,orleans star,tc.transcontinental,11,ON,40000,tc.transcontinental,"['orleans ,ON, Canada']"
1456,39989,Thursday,T,2016,orleans,orleans star,tc.transcontinental,11,ON,40000,tc.transcontinental,"['orleans ,ON, Canada']"
1457,39989,Thursday,T,2017,orleans,orleans star,tc.transcontinental,11,ON,40000,tc.transcontinental,"['orleans ,ON, Canada']"
1458,39989,Thursday,T,2018,orleans,orleans star,sherwin publishing inc.,11,ON,40000,tc.transcontinental,"['orleans ,ON, Canada']"
1459,39989,Thursday,T,2019,orleans,orleans star,sherwin publishing inc.,11,ON,40000,sherwin publishing inc.,"['orleans ,ON, Canada']"
1460,0,Wednesday,T,2013,orono,orono weekly times,orono weekly times,1008,ON,1008,orono weekly times,"['orono ,ON, Canada']"
1461,0,Wednesday,T,2019,orono,orono weekly times,orono weekly times,984,ON,984,orono weekly times,"['orono ,ON, Canada']"
1462,18000,Wednesday,T,2013,oshawa,oshawa express,dowellman publishing corp,17000,ON,35000,dowellman publishing corp,"['oshawa ,ON, Canada']"
1463,106684,Wednesday,B,2013,oshawa,oshawa this week,metroland media group ltd.,0,ON,106684,metroland media group ltd.,"['oshawa ,ON, Canada']"
1464,118255,Thursday,T,2013,oshawa,oshawa this week,metroland media group ltd.,0,ON,118255,metroland media group ltd.,"['oshawa ,ON, Canada']"
1465,98621,Friday,T,2013,oshawa,oshawa this week,metroland media group ltd.,0,ON,98621,metroland media group ltd.,"['oshawa ,ON, Canada']"
1466,40629,Thursday,T,2014,oshawa,oshawa this week,metroland media group ltd.,0,ON,40629,metroland media group ltd.,"['oshawa ,ON, Canada']"
