,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,AdvCircAllEds,NatlLineRateAllEds,SpotColourAllEds,ProcessColourAllEds,MarketAndNewspaper,_merge1,Removable,ADVCSD,ADVOwner,EDITION,FreeCirculation,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,Daily,SwapNotInclude,Swap2017Affected,CSDs,first_year,equal_to_previous,FreeCircAllEds,PaidCircAllEds,TotalCircAllEds,EDITION2,_merge2,ID,ID2,EverPaidEDITION,EverFreeEDITION,EverPaid,EverFree,OpCross2017ID,OpCross2017ID2,FreeCirc_Cross17_ID2,PaidCirc_Cross17_ID2,Rate_Cross17_ID2,TotalCirc_Cross17_ID2,OpPost2017,CDs,postmedia,metroland,MetrolandOrPostmedia,Unnamed: 0,GEO UID,Province code,Province name,CD code,CD name,CSD code,CSD name,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population percentage change, 2011 to 2016",Age & Sex / Both sexes / Average age of the pnpulation ; Both sexes,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",NofID2,MeanMarketRate
1278,ingersoll times,1032.0,0.92,176.0,529.0,9.0,160.0,3.0,2013-01-01,2012.0,1.0,Wednesday,1032.0,0.92,176.0,529.0,ingersoll times,both,,[nan],,Wednesday,0.0,T,ingersoll,ingersoll times,sun media corporation,883.0,ON,883.0,sun media corporation,"['ingersoll ,ON, Canada']","[(43.037725, -80.88211)]",,,,,,0.0,ingersoll,0.0,0.0,0,Ingersoll,2013.0,0.0,0.0,883.0,883.0,Wednesday,perfect_match,199,146,1,0,1,0,1,1,0,0,1,0,1,['Oxford'],1,0,1,2304,3532018,35,ON,32,Oxford,18,Ingersoll,9.4539138048019,1.791759469228055,3.720862499966987,10.522045876105,6.994849985833071,1,0.92
1293,iroquois falls enterprise,2232.0,0.51,212.0,529.0,10.0,292.0,3.0,2013-01-01,2012.0,1.0,Thursday,2232.0,0.51,212.0,529.0,iroquois falls enterprise,both,,[nan],,Thursday,126.0,B,iroquois%20falls,enterprise,willi`m c. cavell enterprises ltd.,2106.0,ON,2232.0,william c. cavell enterprises ltd.,"['iroquois falls ,ON, Canada']","[(48.7672213, -80.6770998)]",enterprise,,,,,0.0,iroquois falls,0.0,0.0,0,Iroquois Falls,2013.0,0.0,126.0,2106.0,2232.0,Thursday,perfect_match,202,149,1,1,1,1,1,1,1,1,1,1,1,['Cochrane'],0,0,0,2542,3556031,35,ON,56,Cochrane,31,Iroquois Falls,8.420241665339788,,3.845883202923601,10.499848464408382,5.860786223465865,1,0.51
1312,,,,,,,,,2013-01-01,,,,,,,,kapuskasing horizon,,,[nan],,Wednesday,0.0,T,kapuskasing,horizon,sun media corporation,3300.0,ON,3300.0,sun media corporation,"['kapuskasing ,ON, Canada']","[(49.416667, -82.433333)]",horizon,,,,,0.0,kapuskasing,0.0,0.0,0,Kapuskasing,2013.0,0.0,0.0,3300.0,3300.0,Wednesday,right_only,205,152,1,0,1,0,0,0,0,0,0,0,0,['Cochrane'],1,0,1,2548,3556066,35,ON,56,Cochrane,66,Kapuskasing,9.023167064451204,0.7884573603642703,3.8110970868381857,10.413402762000757,6.486160788944089,3,1.435
279,,,,,,,,,2018-01-01,,,,,,,,bobcaygeon the kawartha promoter,,,[nan],,Thtrsday,40000.0,T,bobcaygeon,the kawartha promoter,the kawartha promoter,0.0,ON,40000.0,the kawartha promoter,"['bobcaygeon ,ON, Canada']","[(44.5372969, -78.5444995)]",,,,,,0.0,bobcaygeon,0.0,0.0,0,Kawartha Lakes,2018.0,0.0,40000.0,0.0,40000.0,Thursday,right_only,44,35,0,1,0,1,0,0,0,0,0,0,0,['Kawartha Lakes'],0,0,0,2223,3516010,35,ON,16,Kawartha Lakes,10,Kawartha Lakes,11.230880805735858,1.3862943611198906,3.8649313978942956,10.382915384154703,8.778941881841513,3,3.11
1369,kenora lake of the woods enterprise,8735.0,1.32,94.0,618.0,10.0,160.0,10.0,2013-01-01,2012.0,1.0,Thursday,8735.0,1.32,94.0,618.0,kenora lake of the woods enterprise,both,,[nan],,Thursday,8735.0,T,kenora,lake of the woods enterprise,sun media corporation,0.0,ON,8735.0,sun media corporation,"['kenora ,ON, Canada']","[(54.0245941, -89.1618188)]",lake of the woods enterprise,,,,,0.0,kenora,0.0,0.0,0,Kenora,2013.0,0.0,8735.0,0.0,8735.0,Thursday,perfect_match,214,159,1,1,1,1,1,1,0,0,1,0,1,['Kenora'],1,0,1,2659,3560010,35,ON,60,Kenora,10,Kenora,9.622251327567737,,3.784189633918261,10.583346838769138,7.576097340623111,2,1.32
1394,kincardine news,2440.0,0.84,153.0,309.0,9.0,160.0,3.0,2013-01-01,2012.0,1.0,Tuesday,2440.0,0.84,153.0,309.0,kincardine news,both,,[nan],,Tuesday,0.0,B,kincardine,kincardine news,sun media corporation,2388.0,ON,2388.0,sun media corporation,"['kincardine ,ON, Canada']","[(44.1776378, -81.6348713)]",kincardine news,,,,,0.0,kincardine,0.0,0.0,0,Kincardine,2013.0,0.0,0.0,2388.0,2388.0,Tuesday,perfect_match,219,162,1,1,1,1,1,1,0,0,1,0,1,['Bruce'],1,0,1,2365,3541024,35,ON,41,Bruce,24,Kincardine,9.340491056441229,1.0647107369924282,3.8066624897703196,10.58215541183124,7.441906728051625,2,0.85
1416,king connection,5877.0,0.71,1160.0,1160.0,10.0,161.0,10,2014-01-01,2013.0,1.0,Thursday,5877.0,0.71,1160.0,1160.0,king connection,both,,[nan],,Thursday,6688.0,T,king%20township,king connection,metroland media group ltd.,0.0,ON,6688.0,metroland media group ltd.,"['king township ,ON, Canada']","[(43.931609550000005, -79.517428581812)]",king bonnection,,,king%20township,,0.0,king township,0.0,0.0,0,King,2013.0,0.0,6688.0,0.0,6688.0,Thursday,perfect_match,221,164,0,1,0,1,1,1,1,0,1,1,1,['York'],0,1,1,2239,3519049,35,ON,19,York,49,King,10.106958868052818,3.186352633162641,3.7232808808312687,10.67533038004441,8.67008593751938,2,0.81
1456,kingsville reporter,1647.0,0.69,129.0,412.0,6.0,203.0,5.0,2013-01-01,2012.0,1.0,Tuesday,1647.0,0.69,129.0,412.0,kingsville reporter,both,,[nan],,Tuesday,0.0,T,kingsville,kingsville reporter,postmedia network inc.,1576.0,ON,1576.0,postmedia network inc.,"['kingsville ,ON, Canada']","[(42.0378963, -82.7396606)]",,,,,,0.0,kingsville,0.0,0.0,0,Kingsville,2013.0,0.0,0.0,1576.0,1576.0,Tuesday,perfect_match,228,170,1,1,1,1,1,1,0,1,1,0,1,['Essex'],1,0,1,2321,3537013,35,ON,37,Essex,13,Kingsville,9.978270296979813,0.6418538861723947,3.7773481021015445,10.502241632645898,7.793999089503996,1,0.69
1463,kirkland lake northern news,,0.73,,206.0,10.0,287.0,10.0,2016-01-01,0.0,2016.0,Friday,,0.73,,206.0,kirkland lake northern news,both,,[nan],,Friday,1679.0,T,kirkland%20lake,northern news,sun media corporation,0.0,ON,1679.0,postmedia network inc.,"['kirkland lake ,ON, Canada']","[(48.154177, -80.031281)]",,,,,,0.0,kirkland lake,0.0,0.0,0,Kirkland Lake,2016.0,0.0,1679.0,0.0,1679.0,Friday,perfect_match,229,171,0,1,0,1,1,1,0,0,1,0,1,['Timiskaming'],1,0,1,2537,3554068,35,ON,54,Timiskaming,68,Kirkland Lake,8.984944285608679,,3.8022081394209395,10.3544676259307,6.439350371100098,2,0.7749999999999999
1476,kitchener citizen,,3.18,353.0,1165.0,5.0,196.0,4.0,2013-01-01,0.0,2013.0,Monthly,,3.18,353.0,1165.0,"kitchener citizen, east edition",both,,[nan],,Monthly,30000.0,T,kitchener,"kitchener citizen, east edition",carrie debrone,0.0,ON,30000.0,carrie debrone,"['kitchener ,ON, Canada']","[(43.451291, -80.4927815)]","kitchener citizen, east edition",,,,,0.0,kitchener,0.0,0.0,0,Kitchener,2013.0,0.0,30000.0,0.0,30000.0,Wednesday,left_imperfect_match,233,173,0,1,0,1,0,1,0,0,0,0,0,['Waterloo'],0,0,0,2290,3530013,35,ON,30,Waterloo,13,Kitchener,12.359750356382381,2.0014800002101243,3.6888794541139363,10.449323113491568,10.647470422798568,4,2.9333333333333336
1513,lasalle post,11174.0,1.04,129.0,388.0,6.0,204.0,5.0,2013-01-01,2012.0,1.0,Friday,11174.0,1.04,129.0,388.0,lasalle post,both,,[nan],,Friday,11219.0,T,lasalle,lasalle post,postmedia network inc.,0.0,ON,11219.0,postmedia network inc.,"['lasalle ,ON, Canada']","[(42.21807995, -83.06409000924808)]",,,,,,0.0,lasalle,0.0,0.0,0,LaSalle,2013.0,0.0,11219.0,0.0,11219.0,Friday,perfect_match,242,178,0,1,0,1,1,1,0,0,1,0,1,['Essex'],1,0,1,2324,3537034,35,ON,37,Essex,34,LaSalle,10.31496786629908,1.8562979903656263,3.720862499966987,10.679435173189221,8.800264651310336,1,1.04
238,belle river lakeshore news,9429.0,0.91,129.0,388.0,6.0,204.0,5.0,2013-01-01,2012.0,1.0,Thursday,9429.0,0.91,129.0,388.0,belle river lakeshore news,both,,[nan],,Thursday,9396.0,T,belle%20river,lakeshore news,postmedia network inc.,20.0,ON,9416.0,postmedia network inc.,"['belle river ,ON, Canada']","[(42.2928986, -82.7113352)]",,,,,,0.0,belle river,0.0,0.0,0,Lakeshore,2013.0,0.0,9396.0,20.0,9416.0,Thursday,perfect_match,38,29,1,1,1,1,1,1,0,0,1,0,1,['Division No. 17'],1,0,1,2327,3537064,35,ON,37,Essex,64,Lakeshore,10.50813133450467,1.9459101490553132,3.711130063048756,10.664713853906667,8.674367865788236,1,0.91
919,forest standard,2110.0,0.89,76.0,271.0,6.0,210.0,5.0,2013-01-01,2012.0,1.0,Thursday,2110.0,0.89,76.0,271.0,forest standard,both,,[nan],,Thursday,0.0,T,forest,standard,hayter-walden publications inc.,2121.0,ON,2121.0,hayter-walden publications inc.,"['forest ,ON, Canada']","[(43.1007795, -82.0003357)]",standard,,,,,0.0,forest,0.0,0.0,0,Lambton Shores,2013.0,0.0,0.0,2121.0,2121.0,Thursday,perfect_match,146,106,1,0,1,0,0,0,0,0,0,0,0,['Lambton'],0,0,0,2339,3538040,35,ON,38,Lambton,40,Lambton Shores,9.271623600393081,-0.2231435513142097,3.914021008090819,10.438810647902507,7.147559271189454,2,0.775
3029,lanark era,1225.0,0.71,188.0,753.0,6.0,217.0,5.0,2013-01-01,2012.0,1.0,Tuesday,1225.0,0.71,188.0,753.0,the lanark era,both,,[nan],,Tuesday,34.0,T,lanark%20highlands&lanark,the lanark era,the new lanark era inc.,1031.0,ON,1065.0,the new lanark era inc.,"['lanark highlands ,ON, Canada', 'lanark ,ON, Canada']","[(45.0875524, -76.48559826942638), (45.047011, -76.3298878)]",,,,,,0.0,lanark highlands lanark,0.0,0.0,0,Lanark Highlands,2013.0,0.0,34.0,1031.0,1065.0,Tuesday,perfect_match,501,389,1,1,1,1,1,1,1,1,1,1,1,['Lanark'],0,0,0,2176,3509039,35,ON,9,Lanark,39,Lanark Highlands,8.582793648500186,1.62924053973028,3.8522730010223722,10.369012417071955,6.455198563340122,1,0.71
2415,renfrew mercury,15286.0,1.15,335.0,1160.0,6.0,218.0,5.0,2013-01-01,2012.0,1.0,Thursday,15286.0,1.15,335.0,1160.0,renfrew mercury,both,,[nan],,Thursday,15290.0,B,renfrew,renfrew mercury,metroland media group ltd.,0.0,ON,15290.0,metroland media group ltd.,"['renfrew ,ON, Canada']","[(45.7300564, -77.2793698)]",,,,,,0.0,renfrew,0.0,0.0,0,Laurentian Valley,2013.0,0.0,15290.0,0.0,15290.0,Thursday,perfect_match,391,291,0,1,0,1,1,1,1,0,1,1,1,['Renfrew'],0,1,1,2430,3547075,35,ON,47,Renfrew,75,Laurentian Valley,9.147187556970914,,3.7727609380946383,10.53459974217654,6.98100574072173,1,1.15
1520,leamington southpoint sun,,1.06,294.0,529.0,6.0,204.0,5.0,2013-01-01,0.0,2013.0,Wednesday,,1.06,294.0,529.0,leamington southpoint sun,both,,[nan],,Wednesday,9881.0,T,leamington,southpoint sun,jim heyens and sheila mcbrayne,0.0,ON,9881.0,jim heyens and sheila mcbrayne,"['leamington ,ON, Canada']","[(42.0531166, -82.5996998)]",southpoint sun,,,,,0.0,leamington,0.0,0.0,0,Leamington,2013.0,0.0,9881.0,0.0,9881.0,Wednesday,perfect_match,243,179,0,1,0,1,1,1,0,0,1,0,1,['Essex'],0,0,0,2320,3537003,35,ON,37,Essex,3,Leamington,10.225426113666,,3.744787086052232,10.305647203635566,7.53955882930103,1,1.06
1027,grimsby lincoln news,,,,,10.0,147.0,10,2013-01-01,2013.0,1.0,Wednesday,,,,,grimsby lincoln news,both,,[nan],,Wednesday,22590.0,T,grimsby&lincoln,grimsby lincoln news,metroland media group ltd.,0.0,ON,22590.0,metroland media group ltd.,"['grimsby ,ON, Canada', 'lincoln ,ON, Canada']","[(43.1931661, -69.560677), (43.17354975, -79.41600688766434)]",,,,,,0.0,grimsby lincoln,0.0,0.0,0,Lincoln,2013.0,0.0,22590.0,0.0,22590.0,Wednesday,right_only,167,121,0,1,0,1,0,1,0,0,1,0,0,"['Niagara', 'Niagara']",0,1,1,2278,3526057,35,ON,26,Niagara,57,Lincoln,10.076936530826485,1.916922612182061,3.7819143200811256,10.540646222887219,8.197263371414335,2,
1586,middlesex banner,1349.0,0.79,144.0,475.0,5.0,217.0,4.0,2013-01-01,2012.0,1.0,Wednesday,1349.0,0.79,144.0,475.0,lucan ailsa craig ilderton middlesex banner,both,,[nan],,Wednesday,466.0,T,lucan&ailsa%20craig&ilderton,middlesex banner,banner publications,888.0,ON,1354.0,banner publications,"['lucan ,ON, Canada', 'ailsa craig ,ON, Canada', 'ilderton ,ON, Canada']","[(43.1878148, -81.4031356), (43.1471072, -81.5336236), (43.0812001, -81.3751432)]",,,,,,0.0,lucan ailsa craig ilderton,0.0,0.0,0,Lucan Biddulph,2013.0,0.0,466.0,888.0,1354.0,Wednesday,perfect_match,252,188,1,1,1,1,1,1,1,1,1,1,1,"['Middlesex', 'Middlesex', 'Middlesex']",0,0,0,2353,3539060,35,ON,39,Middlesex,60,Luban Biddulph,8.45553053102413,2.2300144001592104,3.6988297849671046,10.639334962628102,6.320768294250582,1,0.79
221,barrys bay the valley gazette,1174.0,0.73,118.0,176.0,6.0,217.0,5.0,2013-01-01,2012.0,1.0,Wednesday,1174.0,0.73,118.0,176.0,barry's bay the valley gazette,both,,[nan],,Wednesday,0.0,T,barry's%20bay,the valley gazette,the valley gazette,1420.0,ON,1420.0,the valley gazette,"[""barry's bay ,ON, Canada""]","[(45.488298, -77.679176)]",,,,,,0.0,barry's bay,0.0,0.0,0,Madawaska Valley,2013.0,0.0,0.0,1420.0,1420.0,Wednesday,perfect_match,34,25,1,1,1,1,1,1,0,1,1,0,1,['Renfrew'],0,0,0,2420,3547030,35,ON,47,Renfrew,30,Madawaska Valley,8.32457884513685,,3.933784497209659,10.217458523810828,6.066108090103747,2,0.765
1619,manitouwadge echo,,0.94,118.0,412.0,5.0,190.0,4.0,2013-01-01,2011.0,2.0,Wednesday,,0.94,118.0,412.0,manitouwadge the echo,both,,[nan],,Wednesday,0.0,T,manitouwadge,the echo,manitouwadge echo,365.0,ON,365.0,manitouwadge echo,"['manitouwadge ,ON, Canada']","[(49.121541, -85.8384058)]",the echn,,,,,0.0,manitouwadge,0.0,0.0,0,Manitouwadge,2013.0,0.0,0.0,365.0,365.0,Wednesday,perfect_match,255,191,1,1,1,1,0,0,0,0,0,0,0,['Thunder Bay'],0,0,0,2615,3558066,35,ON,58,Thunder Bay,66,Manitouwadge,7.569411792450712,,3.835141961092188,10.303102246966116,5.017279836814924,1,0.94
717,drayton community news,5404.0,0.71,282.0,282.0,6.0,220.0,5.0,2013-01-01,2012.0,1.0,Friday,5404.0,0.71,282.0,282.0,drayton community news,both,,[nan],,Friday,5397.0,T,drayton,community news,w.h.a. publications ltd.,7.0,ON,5404.0,w.h.a. publications ltd.,"['drayton ,ON, Canada']","[(43.755055, -80.6711337)]",community news,,,,,0.0,drayton,0.0,0.0,0,Mapleton,2013.0,0.0,5397.0,7.0,5404.0,Friday,perfect_match,108,80,1,1,1,1,1,1,1,1,1,1,1,['Wellington'],0,0,0,2260,3523033,35,ON,23,Wellington,33,Mapleton,9.261793653565098,1.8562979903656263,3.543853682063679,10.482121346307313,6.423246963533519,1,0.71
1636,marathon mercury,963.0,1.04,153.0,576.0,5.0,222.0,4.0,2013-01-01,2012.0,1.0,Tuesday,963.0,1.04,153.0,576.0,marathon mercury,both,,[nan],,Tuesday,13.0,T,marathon,mercury,marathon mercury printers limited,934.0,ON,947.0,marathon mercury printers limited,"['marathon ,ON, Canada']","[(48.7209349, -86.371598)]",,,,,,0.0,marathon,0.0,0.0,0,Marathon,2013.0,0.0,13.0,934.0,947.0,Tuesday,perfect_match,259,194,1,1,1,1,1,1,0,1,1,1,1,['Thunder Bay'],0,0,0,2608,3558059,35,ON,58,Thunder Bay,59,Marathon,8.09376775793108,,3.765840495250065,10.545367754151743,5.739792912179234,1,1.04
1643,markham economist sun,67164.0,4.86,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Saturday,67164.0,4.86,335.0,1160.0,markham economist sun,both,,[nan],,Saturday,67974.0,T,markham,economist  sun,metroland media group ltd.,0.0,ON,67974.0,metroland media group ltd.,"['markham ,ON, Canada']","[(43.8563707, -79.3376825)]",economist & sun,,,,,0.0,markham,0.0,0.0,0,Markham,2013.0,0.0,67974.0,0.0,67974.0,Saturday,perfect_match,260,195,0,1,0,1,1,1,1,0,1,1,1,['York'],0,1,1,2234,3519036,35,ON,19,York,36,Markham,12.703712720765363,2.302585092994046,3.7184382563554808,10.243773924619298,11.486643089376035,1,4.86
1656,,,,,,,,,2013-01-01,,,,,,,,mattawa recorder,,,[nan],,Wednesday,15.0,T,mattawa,recorder,ontario inc.,1085.0,ON,1100.0,ontario inc.,"['mattawa ,ON, Canada']","[(46.317296, -78.703308)]",recorder,,,,,0.0,mattawa,0.0,0.0,0,Mattawa,2013.0,0.0,15.0,1085.0,1100.0,Wednesday,right_only,262,196,1,1,1,1,1,1,0,0,0,0,1,['Nipissing'],0,0,0,2438,3548021,35,ON,48,Nipissing,21,Mattawa,7.597897950521784,,3.8732821771117156,10.081633737919603,4.2626798770413155,1,
1585,middlesex banner,1349.0,0.79,144.0,475.0,5.0,217.0,4.0,2013-01-01,2012.0,1.0,Wednesday,1349.0,0.79,144.0,475.0,lucan ailsa craig ilderton middlesex banner,both,,[nan],,Wednesday,466.0,T,lucan&ailsa%20craig&ilderton,middlesex banner,banner publications,888.0,ON,1354.0,banner publications,"['lucan ,ON, Canada', 'ailsa craig ,ON, Canada', 'ilderton ,ON, Canada']","[(43.1878148, -81.4031356), (43.1471072, -81.5336236), (43.0812001, -81.3751432)]",,,,,,0.0,lucan ailsa craig ilderton,0.0,0.0,0,Middlesex Centre,2013.0,0.0,466.0,888.0,1354.0,Wednesday,perfect_match,252,188,1,1,1,1,1,1,1,1,1,1,1,"['Middlesex', 'Middlesex', 'Middlesex']",0,0,0,2349,3539033,35,ON,39,Middlesex,33,Middlesex Centre,9.756320761816548,1.7404661748405046,3.7400477406883357,10.732061203925053,8.150756470275551,1,0.79
1669,midland penetanguishene mirror,21369.0,2.88,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Thursday,21369.0,2.88,335.0,1160.0,midland penetanguishene the mirror,both,,[nan],,Thursday,21349.0,T,midland&%20penetanguishene,the mirror,metroland media group ltd.,5.0,ON,21354.0,metroland media group ltd.,"['midland ,ON, Canada', ' penetanguishene ,ON, Canada']","[(44.750147, -79.885712), (44.7688035, -79.9339487)]",the mirror,,,,,0.0,midland  penetanguishene,0.0,0.0,0,Midland,2013.0,0.0,15721.0,2.5,15723.5,Thursday,perfect_match,264,198,1,1,1,1,1,1,1,0,1,1,1,"['Simcoe', 'Simcoe']",0,1,1,2403,3543074,35,ON,43,Simcoe,74,Midland,9.732995747495751,1.0296194171811581,3.858622228701031,10.253369476067258,7.520776415062797,2,1.91
1712,milton canadian champion,27552.0,2.92,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Thursday,24940.0,2.865,335.0,1160.0,milton canadian champion,both,,[nan],,Thursday,28086.0,T,milton,canadian champion,metroland media group ltd.,54.0,ON,28140.0,metroland media group ltd.,"['milton ,ON, Canada']","[(43.513671, -79.882817)]",,,,,,0.0,milton,0.0,0.0,0,Milton,2013.0,0.0,25651.5,51.5,25703.0,Thursday,perfect_match,271,202,1,1,1,1,1,1,1,0,1,1,1,['Halton'],0,1,1,2265,3524009,35,ON,24,Halton,9,Milton,11.609407684939793,3.449987545831587,3.563882963939251,10.661555993479634,10.246580679751457,1,2.865
1720,minden times,1601.0,0.61,141.0,353.0,9.0,158.0,3.0,2013-01-01,2012.0,1.0,Wednesday,1601.0,0.61,141.0,353.0,minden the times,both,,[nan],,Wednesday,0.0,T,minden,the times,sun media corporation,1683.0,ON,1683.0,sun media corporation,"['minden ,ON, Canada']","[(44.9254436, -78.72493)]",the times,,,,,0.0,minden,0.0,0.0,0,Minden Hills,2013.0,0.0,0.0,1683.0,1683.0,Wednesday,perfect_match,274,203,1,0,1,0,0,1,1,1,1,1,0,['Haliburton'],0,0,0,2413,3546015,35,ON,46,Haliburton,15,Minden Hills,8.714239143608575,2.163323025660538,3.9589065913269965,10.290381275058857,6.594413459749778,1,0.61
1212,minto express,764.0,0.89,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Wednesday,764.0,0.89,335.0,1160.0,harriston minto express,both,,[nan],,Wednesday,0.0,T,harriston,minto express,metroland media group ltd.,747.0,ON,747.0,metroland media group ltd.,"['harriston ,ON, Canada']","[(43.9118312, -80.8690127)]",,,,,,0.0,harriston,0.0,0.0,0,Minto,2013.0,0.0,0.0,747.0,747.0,Wednesday,perfect_match,184,136,1,0,1,0,0,0,0,0,0,0,0,['Wellington'],0,1,1,2261,3523043,35,ON,23,Wellington,43,Minto,9.067854723679428,1.6094379124341003,3.763522997109702,10.408556639189738,6.398594934535208,1,0.89
1727,mississauga news,122760.0,9.53,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Friday,122929.0,9.53,335.0,1160.0,mississauga news,both,,[nan],,Friday,122898.0,T,mississauga,mississauga news,metroland media group ltd.,0.0,ON,122898.0,metroland media group ltd.,"[&mississauga ,ON, Canada']","[(43.5896231, -79.6443879)]",,,,,,0.0,mississauga,0.0,0.0,0,Mississauga,2013.0,0.0,123083.0,0.0,123083.0,Friday,perfect_match,275,204,0,1,0,1,1,1,1,0,1,1,1,['Peel'],0,1,1,2244,3521005,35,ON,21,Peel,5,Mississauga,13.489226247730551,0.7419373447293773,3.703768066607687,10.351756689635858,12.202797287396253,3,9.53
503,carleton place almonte canadian gazette,12509.0,0.87,335.0,1160.0,6.0,218.0,5.0,2013-01-01,2012.0,1.0,Thursday,12509.0,0.87,335.0,1160.0,carleton placealmonte canadian gazette,both,,[nan],,Thursday,12812.0,T,almonte&carleton%20place,carleton placealmonte canadian gazette,metroland media group ltd.,0.0,ON,12812.0,metroland media group ltd.,"['almonte ,ON, Canada', 'carleton place ,ON, Canada']","[(45.226049, -76.1945277), (45.1403366, -76.1465672)]",,,,,,0.0,almonte carleton place,0.0,0.0,0,Mississippi Mills,2013.0,0.0,12812.0,0.0,12812.0,Thursday,perfect_match,76,58,0,1,0,1,1,1,1,0,1,1,1,"['Lanark', 'Lanark']",0,1,1,2175,3509030,35,ON,9,Lanark,30,Mississippi Mills,9.48424111006323,1.9878743481543455,3.817712325956905,10.613688487661902,7.661997558901893,1,0.87
90,alliston herald,22553.0,3.21,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Thursday,22553.0,3.21,335.0,1160.0,alliston herald,both,,[nan],,Thursday,22127.0,T,alliston,alliston herald,metroland media group ltd.,0.0,ON,22127.0,metroland media group ltd.,"['alliston ,ON, Canada']","[(44.1539369, -79.8692321)]",,,,,,0.0,alliston,0.0,0.0,0,New Tecumseth,2013.0,0.0,11063.5,335.0,11398.5,Thursday,perfect_match,12,10,0,1,0,1,1,1,1,0,1,1,1,['Simcoe'],0,1,1,2385,3543007,35,ON,43,Simcoe,7,New Tecumseth,10.441237443239979,2.6602595372658615,3.756538102587751,10.552735090806054,8.277920258172143,3,2.115
1844,,,,,,,,,2014-01-01,,,,,,,,newmarket aurora era banner,,,[nan],,Sunday,42102.0,T,newmarket&aurora,era banner,metroland media group ltd.,0.0,ON,42102.0,metroland media group ltd.,"['newmarket ,ON, Canada', 'aurora ,ON, Canada']","[(44.056258, -79.461708), (43.99973, -79.467545)]",era banner,,,,,0.0,newmarket aurora,0.0,0.0,0,Newmarket,2014.0,0.0,34310.0,0.0,34310.0,Sunday,right_only,299,221,0,1,0,1,1,1,1,0,0,1,1,"['York', 'York']",0,1,1,2238,3519048,35,ON,19,York,48,Newmarket,11.341247068274754,1.840549633397487,3.7062280924485496,10.496759147668817,9.808407346285858,3,3.52
2696,,,,,,,,,2015-01-01,,,,,,,,snap niagara falls,,,[nan],,Monthly,10000.0,T,niagara%20falls,snap niagara falls,snapd inc.,0.0,ON,10000.0,snapd inc.,"['niagara falls ,ON, Canada']","[(43.1065603, -79.0639039)]",,,,,,0.0,niagara falls,0.0,0.0,0,Niagara Falls,2015.0,0.0,10000.0,0.0,10000.0,Monthly,right_only,438,331,0,1,0,1,1,1,0,0,0,0,1,['Niagara'],0,0,0,2275,3526043,35,ON,26,Niagara,43,Niagara Falls,11.385909940750238,1.9600947840472698,3.7932394694381792,10.284523346721118,9.278092474027002,1,
1916,nipigon red rock gazette,872.0,1.13,342.0,412.0,5.0,224.0,4.0,2013-01-01,2012.0,1.0,Tuesday,872.0,1.13,342.0,412.0,nipigon red rock gazette,both,,[nan],,Tuesday,0.0,T,nipigon&red%20rock,gazette,lakeshore community publishing ltd.,843.0,ON,843.0,lakeshore bommunity publishing,"['nipigon ,ON, Canada', 'red rock ,ON, Canada']","[(49.0155918, -88.2610663), (48.9425393, -88.2592117)]",gazette,lakeshore community publishing ltd.,,,,0.0,nipigon red rock,0.0,0.0,0,Nipigon,2013.0,0.0,0.0,843.0,843.0,Tuesday,perfect_match,312,228,1,1,1,1,1,1,0,1,1,0,1,"['Thunder Bay', 'Thunder Bay']",0,0,0,2605,3558044,35,ON,58,Thunder Bay,44,Nipigon,7.404279118037268,0.5306282510621704,3.828641396489095,10.36482877120321,4.983606621708336,1,1.13
523,,,,,,,,,2014-01-01,,,,,,,,cfb north bay the shield le bouclier,,,[nan],,Monthly,1000.0,T,cfb%20north%20bay,the shield le bouclier,department of national defence,0.0,ON,1000.0,department of national defence,"['cfb north bay ,ON, Canada']","[(46.3582867, -79.41634872511659)]",,,,,,0.0,cfb north bay,0.0,0.0,0,North Bay,2014.0,0.0,1000.0,0.0,1000.0,Monthly,right_only,78,60,0,1,0,1,1,1,0,0,0,0,1,['Nipissing'],0,0,0,2443,3548044,35,ON,48,Nipissing,44,North Bay,10.850385081003184,,3.7773481021015445,10.382605767457697,8.928772900524256,2,0.93
